Index,Variant,region,Location code,ISO3,Type,Year,total_pop_january,total_pop_july,male_pop_july,female_pop_july,pop_density_july,sex_ratio_july,age_median_july,life_expectancy_birth,male_life_expectancy_birth,female_life_expectancy_birth,infant_mortality_rate_per_thou,under_5_deaths
12838,Estimates,Ireland,372,IRL,Country/Area,1981,  3 434,  3 449,  1 731,  1 717,50.4,100.8,25.6,72.9,70.2,75.9,10.2,1
12839,Estimates,Ireland,372,IRL,Country/Area,1982,  3 463,  3 476,  1 743,  1 732,50.8,100.6,25.7,73.2,70.5,76.1,10.4,1
12840,Estimates,Ireland,372,IRL,Country/Area,1983,  3 488,  3 498,  1 753,  1 745,51.2,100.4,25.8,73.2,70.4,76.2,9.8,1
12841,Estimates,Ireland,372,IRL,Country/Area,1984,  3 507,  3 516,  1 760,  1 756,51.4,100.3,26,73.6,70.9,76.6,9.5,1
12842,Estimates,Ireland,372,IRL,Country/Area,1985,  3 524,  3 531,  1 766,  1 765,51.7,100.1,26.3,73.6,70.8,76.6,8.7,1
12843,Estimates,Ireland,372,IRL,Country/Area,1986,  3 538,  3 542,  1 770,  1 772,51.8,99.8,26.5,73.6,70.8,76.6,8.9,1
12844,Estimates,Ireland,372,IRL,Country/Area,1987,  3 546,  3 540,  1 766,  1 774,51.8,99.5,26.9,74.4,71.6,77.4,7.8,1
12845,Estimates,Ireland,372,IRL,Country/Area,1988,  3 535,  3 525,  1 755,  1 770,51.6,99.1,27.3,74.4,71.7,77.3,8.5,1
12846,Estimates,Ireland,372,IRL,Country/Area,1989,  3 515,  3 511,  1 746,  1 765,51.4,98.9,27.8,74.5,71.7,77.3,7.9,1
12847,Estimates,Ireland,372,IRL,Country/Area,1990,  3 507,  3 514,  1 747,  1 767,51.4,98.9,28.2,74.8,72.1,77.7,8.2,1
12848,Estimates,Ireland,372,IRL,Country/Area,1991,  3 521,  3 534,  1 758,  1 776,51.7,99,28.6,75,72.3,77.9,7.5,0
12849,Estimates,Ireland,372,IRL,Country/Area,1992,  3 548,  3 558,  1 770,  1 788,52,99,28.9,75.4,72.7,78.3,6.3,0
12850,Estimates,Ireland,372,IRL,Country/Area,1993,  3 569,  3 576,  1 779,  1 797,52.3,99,29.2,75.3,72.6,78.2,6,0
12851,Estimates,Ireland,372,IRL,Country/Area,1994,  3 583,  3 590,  1 785,  1 806,52.5,98.8,29.6,75.8,73.1,78.7,5.7,0
12852,Estimates,Ireland,372,IRL,Country/Area,1995,  3 597,  3 611,  1 793,  1 817,52.8,98.7,29.9,75.5,72.8,78.3,6.3,0
12853,Estimates,Ireland,372,IRL,Country/Area,1996,  3 624,  3 639,  1 807,  1 832,53.2,98.6,30.3,75.8,73.1,78.7,6.2,0
12854,Estimates,Ireland,372,IRL,Country/Area,1997,  3 653,  3 672,  1 824,  1 849,53.7,98.6,30.6,76,73.4,78.7,6.2,0
12855,Estimates,Ireland,372,IRL,Country/Area,1998,  3 692,  3 711,  1 843,  1 868,54.3,98.7,31,76.2,73.4,79.1,6,0
12856,Estimates,Ireland,372,IRL,Country/Area,1999,  3 731,  3 753,  1 865,  1 888,54.9,98.7,31.3,76.1,73.4,78.8,5.9,0
12857,Estimates,Ireland,372,IRL,Country/Area,2000,  3 775,  3 803,  1 890,  1 912,55.6,98.8,31.5,76.5,73.9,79.2,6.2,0
12858,Estimates,Ireland,372,IRL,Country/Area,2001,  3 830,  3 863,  1 921,  1 942,56.5,98.9,31.7,77.1,74.5,79.8,6,0
12859,Estimates,Ireland,372,IRL,Country/Area,2002,  3 896,  3 928,  1 952,  1 976,57.5,98.8,31.9,77.6,75,80.3,5.4,0
12860,Estimates,Ireland,372,IRL,Country/Area,2003,  3 961,  3 993,  1 985,  2 008,58.4,98.8,32.1,78.1,75.6,80.6,5.4,0
12861,Estimates,Ireland,372,IRL,Country/Area,2004,  4 025,  4 066,  2 024,  2 042,59.5,99.1,32.4,78.5,76,81,4.7,0
12862,Estimates,Ireland,372,IRL,Country/Area,2005,  4 107,  4 155,  2 074,  2 081,60.8,99.6,32.4,78.9,76.6,81.2,3.9,0
12863,Estimates,Ireland,372,IRL,Country/Area,2006,  4 204,  4 269,  2 135,  2 133,62.4,100.1,32.4,79.2,76.8,81.5,4.1,0
12864,Estimates,Ireland,372,IRL,Country/Area,2007,  4 334,  4 394,  2 197,  2 196,64.3,100,32.4,79.6,77.2,81.9,3.4,0
12865,Estimates,Ireland,372,IRL,Country/Area,2008,  4 453,  4 486,  2 238,  2 248,65.6,99.6,32.5,79.8,77.5,82.1,3.9,0
12866,Estimates,Ireland,372,IRL,Country/Area,2009,  4 519,  4 534,  2 256,  2 278,66.3,99.1,32.8,80.1,77.7,82.5,3.3,0
12867,Estimates,Ireland,372,IRL,Country/Area,2010,  4 549,  4 559,  2 264,  2 295,66.7,98.7,33.3,80.6,78.3,82.8,3.7,0
12868,Estimates,Ireland,372,IRL,Country/Area,2011,  4 570,  4 580,  2 271,  2 308,67,98.4,33.8,80.7,78.5,82.9,3.6,0
12869,Estimates,Ireland,372,IRL,Country/Area,2012,  4 590,  4 600,  2 279,  2 321,67.3,98.2,34.2,80.9,78.7,83,3.3,0
12870,Estimates,Ireland,372,IRL,Country/Area,2013,  4 611,  4 625,  2 290,  2 335,67.6,98.1,34.6,81.1,79,83.1,3.6,0
12871,Estimates,Ireland,372,IRL,Country/Area,2014,  4 639,  4 658,  2 305,  2 353,68.1,97.9,35,81.4,79.3,83.4,3.4,0
12872,Estimates,Ireland,372,IRL,Country/Area,2015,  4 678,  4 702,  2 326,  2 376,68.8,97.9,35.4,81.5,79.6,83.4,3.5,0
12873,Estimates,Ireland,372,IRL,Country/Area,2016,  4 727,  4 754,  2 353,  2 401,69.5,98,35.7,81.7,79.8,83.6,3.1,0
12874,Estimates,Ireland,372,IRL,Country/Area,2017,  4 780,  4 810,  2 381,  2 429,70.4,98,36.1,82.1,80.3,83.9,3,0
12875,Estimates,Ireland,372,IRL,Country/Area,2018,  4 841,  4 873,  2 413,  2 460,71.3,98.1,36.5,82.1,80.2,84,2.8,0
12876,Estimates,Ireland,372,IRL,Country/Area,2019,  4 904,  4 933,  2 443,  2 490,72.2,98.1,36.9,82.4,80.4,84.4,3.1,0
12877,Estimates,Ireland,372,IRL,Country/Area,2020,  4 963,  4 983,  2 467,  2 515,72.9,98.1,37.3,82.4,80.6,84.2,2.8,0
12878,Estimates,Ireland,372,IRL,Country/Area,2021,  5 003,  5 028,  2 490,  2 539,73.6,98.1,37.6,81.9,80,83.7,3.3,0
12879,Estimates,Ireland,372,IRL,Country/Area,2022,  5 054,  5 110,  2 530,  2 580,74.7,98.1,38,82.1,80,84.2,2.9,0
12880,Estimates,Ireland,372,IRL,Country/Area,2023,  5 166,  5 197,  2 573,  2 624,76,98,38.4,82.4,80.4,84.5,2.9,0
12881,Estimates,Isle of Man,833,IMN,Country/Area,1950,55,55,26,29,96.3,87.4,37.8,63.1,58.5,67.7,55.6,0
12882,Estimates,Isle of Man,833,IMN,Country/Area,1951,55,55,26,29,96.3,87.3,37.9,63.4,58.9,68,54.6,0
12883,Estimates,Isle of Man,833,IMN,Country/Area,1952,55,55,25,29,95.5,87.1,38.4,63.6,59.1,68.2,53.6,0
12884,Estimates,Isle of Man,833,IMN,Country/Area,1953,54,54,25,29,94.5,86.8,38.8,64.1,59.6,68.7,52,0
12885,Estimates,Isle of Man,833,IMN,Country/Area,1954,54,53,25,29,93.4,86.6,39.3,64.5,59.9,69.1,50.7,0
12886,Estimates,Isle of Man,833,IMN,Country/Area,1955,53,53,24,28,92.3,86.3,39.8,64.8,60.3,69.4,49.6,0
12887,Estimates,Isle of Man,833,IMN,Country/Area,1956,52,52,24,28,91,86.1,40.4,65,60.3,69.7,49.1,0
12888,Estimates,Isle of Man,833,IMN,Country/Area,1957,52,51,24,28,89.7,85.8,40.9,64.9,60.2,69.8,49.1,0
12889,Estimates,Isle of Man,833,IMN,Country/Area,1958,51,51,23,27,88.3,85.5,41.4,64.9,60,69.8,49.3,0
12890,Estimates,Isle of Man,833,IMN,Country/Area,1959,50,50,23,27,86.9,85.1,41.8,64.7,59.8,69.8,49.8,0
12891,Estimates,Isle of Man,833,IMN,Country/Area,1960,49,49,22,26,85.4,84.8,42.2,64.6,59.4,69.8,50.6,0
12892,Estimates,Isle of Man,833,IMN,Country/Area,1961,48,48,22,26,84.7,84.6,42.4,64.4,59.2,69.8,51.1,0
12893,Estimates,Isle of Man,833,IMN,Country/Area,1962,48,49,22,26,85.1,84.6,42.4,64.4,59.1,69.8,51.3,0
12894,Estimates,Isle of Man,833,IMN,Country/Area,1963,49,49,23,27,85.9,84.8,42.4,64.5,59.1,70,51.1,0
12895,Estimates,Isle of Man,833,IMN,Country/Area,1964,49,50,23,27,86.8,84.9,42.4,64.7,59.3,70.2,50.3,0
12896,Estimates,Isle of Man,833,IMN,Country/Area,1965,50,50,23,27,87.6,85.2,42.4,64.9,59.6,70.5,49.4,0
12897,Estimates,Isle of Man,833,IMN,Country/Area,1966,50,51,23,27,88.7,85.6,42.3,65.2,59.9,70.7,48.5,0
12898,Estimates,Isle of Man,833,IMN,Country/Area,1967,51,52,24,28,90.5,86.1,42.2,65.4,60.1,70.9,47.6,0
12899,Estimates,Isle of Man,833,IMN,Country/Area,1968,52,53,25,28,92.5,86.7,41.9,65.5,60.3,71.1,47.1,0
12900,Estimates,Isle of Man,833,IMN,Country/Area,1969,53,54,25,29,94.5,87.4,41.7,65.6,60.4,71.2,46.7,0
12901,Estimates,Isle of Man,833,IMN,Country/Area,1970,55,55,26,29,96.7,88.1,41.4,65.7,60.5,71.3,46.3,0
12902,Estimates,Isle of Man,833,IMN,Country/Area,1971,56,56,27,30,98.6,88.7,40.9,65.8,60.7,71.4,45.9,0
12903,Estimates,Isle of Man,833,IMN,Country/Area,1972,57,57,27,30,100.3,89.1,40.5,66,60.8,71.5,45.3,0
12904,Estimates,Isle of Man,833,IMN,Country/Area,1973,58,58,28,31,101.8,89.5,39.9,66.2,61.1,71.7,44.4,0
12905,Estimates,Isle of Man,833,IMN,Country/Area,1974,59,59,28,31,103.4,89.9,39.4,66.5,61.4,71.9,43.6,0
12906,Estimates,Isle of Man,833,IMN,Country/Area,1975,60,60,28,32,104.8,90.3,39,66.8,61.7,72.1,42.6,0
12907,Estimates,Isle of Man,833,IMN,Country/Area,1976,60,61,29,32,106.2,90.5,38.7,67.1,62.1,72.3,41.5,0
12908,Estimates,Isle of Man,833,IMN,Country/Area,1977,61,62,29,32,107.6,90.7,38.3,67.4,62.4,72.6,40.6,0
12909,Estimates,Isle of Man,833,IMN,Country/Area,1978,62,62,30,33,109.1,90.9,38,67.7,62.8,72.8,39.6,0
12910,Estimates,Isle of Man,833,IMN,Country/Area,1979,63,63,30,33,110.6,91.1,37.7,68.1,63.3,73.1,38.4,0
12911,Estimates,Isle of Man,833,IMN,Country/Area,1980,64,64,31,33,112,91.3,37.5,68.4,63.7,73.5,37.3,0
12912,Estimates,Isle of Man,833,IMN,Country/Area,1981,64,65,31,34,112.9,91.5,37.5,68.8,64.1,73.8,36.2,0
12913,Estimates,Isle of Man,833,IMN,Country/Area,1982,65,65,31,34,113.1,91.6,37.5,69.1,64.5,74.1,35.2,0
12914,Estimates,Isle of Man,833,IMN,Country/Area,1983,65,65,31,34,113,91.7,37.7,69.5,64.8,74.3,34.3,0
12915,Estimates,Isle of Man,833,IMN,Country/Area,1984,65,65,31,34,112.8,91.8,37.8,69.8,65.1,74.6,33.4,0
12916,Estimates,Isle of Man,833,IMN,Country/Area,1985,64,64,31,34,112.6,91.8,38.1,70,65.5,74.8,32.6,0
12917,Estimates,Isle of Man,833,IMN,Country/Area,1986,64,65,31,34,113.1,92,38.3,70.3,65.9,75,31.7,0
12918,Estimates,Isle of Man,833,IMN,Country/Area,1987,65,66,31,34,114.7,92.2,38.3,70.7,66.3,75.3,30.7,0
12919,Estimates,Isle of Man,833,IMN,Country/Area,1988,66,67,32,35,116.6,92.5,38.3,71.1,66.7,75.6,29.7,0
12920,Estimates,Isle of Man,833,IMN,Country/Area,1989,67,68,33,35,118.5,92.8,38.3,71.4,67.1,75.9,28.8,0
12921,Estimates,Isle of Man,833,IMN,Country/Area,1990,68,69,33,36,120.5,93.1,38.3,71.8,67.5,76.2,27.7,0
12922,Estimates,Isle of Man,833,IMN,Country/Area,1991,69,70,34,36,122,93.3,38.3,72.2,68.1,76.5,26.7,0
12923,Estimates,Isle of Man,833,IMN,Country/Area,1992,70,70,34,36,123,93.5,38.2,72.5,68.6,76.6,25.7,0
12924,Estimates,Isle of Man,833,IMN,Country/Area,1993,71,71,34,37,123.7,93.7,38.2,72.8,69.1,76.6,24.9,0
12925,Estimates,Isle of Man,833,IMN,Country/Area,1994,71,71,34,37,124.4,93.9,38.2,73.1,69.6,76.7,23.9,0
12926,Estimates,Isle of Man,833,IMN,Country/Area,1995,71,72,35,37,125,94.1,38.3,73.4,70.1,76.7,23.2,0
12927,Estimates,Isle of Man,833,IMN,Country/Area,1996,72,72,35,37,126,94.3,38.3,73.6,70.5,76.8,22.5,0
12928,Estimates,Isle of Man,833,IMN,Country/Area,1997,72,73,35,37,127.5,94.6,38.3,73.9,71,76.8,21.9,0
12929,Estimates,Isle of Man,833,IMN,Country/Area,1998,73,74,36,38,129.1,94.9,38.2,74.2,71.4,76.9,21.1,0
12930,Estimates,Isle of Man,833,IMN,Country/Area,1999,74,75,36,38,130.8,95.2,38.2,74.5,71.9,77,20.4,0
12931,Estimates,Isle of Man,833,IMN,Country/Area,2000,75,76,37,39,132.3,95.6,38.4,74.8,72.4,77.3,19.6,0
12932,Estimates,Isle of Man,833,IMN,Country/Area,2001,76,76,37,39,133.7,96,38.6,75.3,73,77.6,18.7,0
12933,Estimates,Isle of Man,833,IMN,Country/Area,2002,77,77,38,39,135.1,96.3,38.9,75.8,73.6,77.9,17.8,0
12934,Estimates,Isle of Man,833,IMN,Country/Area,2003,78,78,38,40,136.4,96.6,39.1,76.3,74.2,78.3,16.8,0
12935,Estimates,Isle of Man,833,IMN,Country/Area,2004,78,79,39,40,137.7,96.9,39.5,76.9,74.9,78.8,15.9,0
12936,Estimates,Isle of Man,833,IMN,Country/Area,2005,79,80,39,40,139,97.3,39.9,77.5,75.6,79.2,15.1,0
12937,Estimates,Isle of Man,833,IMN,Country/Area,2006,80,80,40,41,140.4,97.6,40.2,78,76.2,79.7,14.4,0
12938,Estimates,Isle of Man,833,IMN,Country/Area,2007,81,81,40,41,141.9,97.9,40.5,78.5,76.8,80,13.7,0
12939,Estimates,Isle of Man,833,IMN,Country/Area,2008,82,82,41,41,143.4,98.1,40.7,78.9,77.2,80.5,13.1,0
12940,Estimates,Isle of Man,833,IMN,Country/Area,2009,82,83,41,42,145,98.4,41,79.3,77.7,80.8,12.6,0
12941,Estimates,Isle of Man,833,IMN,Country/Area,2010,83,84,42,42,146.6,98.6,41.3,79.6,78,81.2,12.3,0
12942,Estimates,Isle of Man,833,IMN,Country/Area,2011,84,84,42,42,147.5,98.7,41.6,79.8,78.2,81.4,12,0
12943,Estimates,Isle of Man,833,IMN,Country/Area,2012,84,84,42,42,147.4,98.6,42.1,80,78.4,81.5,11.8,0
12944,Estimates,Isle of Man,833,IMN,Country/Area,2013,84,84,42,42,147.1,98.5,42.5,80.1,78.5,81.7,11.7,0
12945,Estimates,Isle of Man,833,IMN,Country/Area,2014,84,84,42,42,146.7,98.4,43,80.2,78.6,81.7,11.6,0
12946,Estimates,Isle of Man,833,IMN,Country/Area,2015,84,84,41,42,146.1,98.3,43.4,80.3,78.6,81.9,11.5,0
12947,Estimates,Isle of Man,833,IMN,Country/Area,2016,83,83,41,42,145.9,98.2,43.9,80.4,78.7,82.1,11.4,0
12948,Estimates,Isle of Man,833,IMN,Country/Area,2017,83,84,41,42,146.2,98.3,44.2,80.5,78.7,82.3,11.2,0
12949,Estimates,Isle of Man,833,IMN,Country/Area,2018,84,84,42,42,146.5,98.3,44.5,80.6,78.7,82.5,11.1,0
12950,Estimates,Isle of Man,833,IMN,Country/Area,2019,84,84,42,42,146.8,98.3,44.8,80.7,78.7,82.8,11,0
12951,Estimates,Isle of Man,833,IMN,Country/Area,2020,84,84,42,42,147,98.3,45.1,80.6,78.5,82.7,10.9,0
12952,Estimates,Isle of Man,833,IMN,Country/Area,2021,84,84,42,42,147,98.2,45.3,80.4,78.3,82.6,10.8,0
12953,Estimates,Isle of Man,833,IMN,Country/Area,2022,84,84,42,42,147.1,98.2,45.5,81,78.9,83.1,10.7,0
12954,Estimates,Isle of Man,833,IMN,Country/Area,2023,84,84,42,42,147.1,98.1,45.7,81,78.9,83.1,10.7,0
12955,Estimates,Jersey,832,JEY,Country/Area,1950,57,57,27,30,492.3,92,35.3,69.4,66.4,72.3,32,0
12956,Estimates,Jersey,832,JEY,Country/Area,1951,58,58,28,30,500.1,92.6,35.4,69.6,66.6,72.4,31.4,0
12957,Estimates,Jersey,832,JEY,Country/Area,1952,58,59,28,30,506.2,93,35.5,69.8,66.9,72.6,30.5,0
12958,Estimates,Jersey,832,JEY,Country/Area,1953,59,59,29,31,511.8,93.2,35.5,70,67.1,72.7,29.9,0
12959,Estimates,Jersey,832,JEY,Country/Area,1954,60,60,29,31,517.2,93.4,35.4,70.1,67.2,72.9,29.4,0
12960,Estimates,Jersey,832,JEY,Country/Area,1955,60,61,29,31,522.5,93.5,35.4,70.3,67.4,73.1,28.9,0
12961,Estimates,Jersey,832,JEY,Country/Area,1956,61,61,30,32,527.4,93.7,35.4,70.4,67.3,73.4,28.6,0
12962,Estimates,Jersey,832,JEY,Country/Area,1957,61,62,30,32,532.4,93.9,35.5,70.4,67.2,73.5,28.7,0
12963,Estimates,Jersey,832,JEY,Country/Area,1958,62,62,30,32,537.7,94,35.6,70.5,67.1,73.8,28.6,0
12964,Estimates,Jersey,832,JEY,Country/Area,1959,63,63,31,32,543.2,94.2,35.7,70.5,67,73.9,28.6,0
12965,Estimates,Jersey,832,JEY,Country/Area,1960,63,64,31,33,548.7,94.4,35.7,70.5,66.9,74,28.7,0
12966,Estimates,Jersey,832,JEY,Country/Area,1961,64,64,31,33,554.3,94.5,35.7,70.6,67,74.1,28.4,0
12967,Estimates,Jersey,832,JEY,Country/Area,1962,65,65,32,33,560,94.5,35.5,70.8,67.2,74.4,27.6,0
12968,Estimates,Jersey,832,JEY,Country/Area,1963,65,66,32,34,565.7,94.6,35.3,71,67.4,74.5,27.2,0
12969,Estimates,Jersey,832,JEY,Country/Area,1964,66,66,32,34,571.3,94.6,35,71.1,67.6,74.6,26.7,0
12970,Estimates,Jersey,832,JEY,Country/Area,1965,67,67,33,34,576.8,94.7,34.8,71.2,67.8,74.6,26.1,0
12971,Estimates,Jersey,832,JEY,Country/Area,1966,67,68,33,35,582.2,94.7,34.6,71.3,68,74.6,25.8,0
12972,Estimates,Jersey,832,JEY,Country/Area,1967,68,68,33,35,587.4,94.8,34.4,71.2,67.9,74.5,26.1,0
12973,Estimates,Jersey,832,JEY,Country/Area,1968,68,69,33,35,592.1,94.9,34.2,71.1,67.8,74.4,26.4,0
12974,Estimates,Jersey,832,JEY,Country/Area,1969,69,69,34,35,596.4,95,34,71.2,67.9,74.4,26.3,0
12975,Estimates,Jersey,832,JEY,Country/Area,1970,69,70,34,36,600.5,95.2,33.9,71.1,67.8,74.5,26.5,0
12976,Estimates,Jersey,832,JEY,Country/Area,1971,70,70,34,36,606.9,95.3,33.9,71.2,67.7,74.7,26.5,0
12977,Estimates,Jersey,832,JEY,Country/Area,1972,71,71,35,37,616.2,95.1,33.8,71.3,67.8,74.9,26,0
12978,Estimates,Jersey,832,JEY,Country/Area,1973,72,73,35,37,625.6,94.8,33.7,71.6,68,75.2,25.2,0
12979,Estimates,Jersey,832,JEY,Country/Area,1974,73,74,36,38,634.2,94.5,33.8,71.7,68.1,75.3,24.8,0
12980,Estimates,Jersey,832,JEY,Country/Area,1975,74,75,36,38,642.3,94.2,33.8,71.9,68.4,75.4,24.3,0
12981,Estimates,Jersey,832,JEY,Country/Area,1976,75,75,36,39,648.2,93.9,33.8,72,68.6,75.3,23.9,0
12982,Estimates,Jersey,832,JEY,Country/Area,1977,75,76,37,39,651.6,93.7,33.7,72,68.7,75.3,23.7,0
12983,Estimates,Jersey,832,JEY,Country/Area,1978,76,76,37,39,654.3,93.4,33.7,72.1,68.8,75.4,23.5,0
12984,Estimates,Jersey,832,JEY,Country/Area,1979,76,76,37,39,657,93.2,33.7,72.3,68.9,75.7,22.9,0
12985,Estimates,Jersey,832,JEY,Country/Area,1980,76,77,37,40,659.8,92.8,33.7,72.7,69.2,76.2,21.9,0
12986,Estimates,Jersey,832,JEY,Country/Area,1981,77,77,37,40,664.2,92.7,33.8,73.2,69.6,76.6,20.8,0
12987,Estimates,Jersey,832,JEY,Country/Area,1982,77,78,37,40,670.9,92.8,33.9,73.6,70.1,77.1,19.6,0
12988,Estimates,Jersey,832,JEY,Country/Area,1983,78,79,38,41,678.1,93.1,34,74,70.7,77.3,18.4,0
12989,Estimates,Jersey,832,JEY,Country/Area,1984,79,80,38,41,685.5,93.3,34.1,74.5,71.2,77.6,17.3,0
12990,Estimates,Jersey,832,JEY,Country/Area,1985,80,80,39,42,692.9,93.5,34.2,74.7,71.6,77.8,16.6,0
12991,Estimates,Jersey,832,JEY,Country/Area,1986,81,81,39,42,699.8,93.7,34.2,75,71.9,78,16,0
12992,Estimates,Jersey,832,JEY,Country/Area,1987,82,82,40,42,706,93.7,34.2,75.3,72.2,78.2,15.4,0
12993,Estimates,Jersey,832,JEY,Country/Area,1988,82,83,40,43,712,93.8,34.2,75.6,72.6,78.5,14.8,0
12994,Estimates,Jersey,832,JEY,Country/Area,1989,83,83,40,43,718.2,93.9,34.3,75.8,72.9,78.6,14.3,0
12995,Estimates,Jersey,832,JEY,Country/Area,1990,84,84,41,43,725.7,94.2,34.3,76.1,73.3,78.7,13.7,0
12996,Estimates,Jersey,832,JEY,Country/Area,1991,85,85,41,44,731.8,94.3,34.4,76.3,73.6,78.9,13.3,0
12997,Estimates,Jersey,832,JEY,Country/Area,1992,85,85,41,44,734.7,94.3,34.6,76.6,74,79,12.8,0
12998,Estimates,Jersey,832,JEY,Country/Area,1993,85,85,41,44,736.9,94.1,34.8,76.8,74.2,79.2,12.5,0
12999,Estimates,Jersey,832,JEY,Country/Area,1994,86,86,42,44,738.8,94,35.1,77.1,74.6,79.4,12,0
13000,Estimates,Jersey,832,JEY,Country/Area,1995,86,86,42,44,740.3,93.9,35.4,77.3,74.8,79.7,11.6,0
13001,Estimates,Jersey,832,JEY,Country/Area,1996,86,86,42,44,742.9,93.9,35.6,77.6,75.1,79.9,11.2,0
13002,Estimates,Jersey,832,JEY,Country/Area,1997,86,87,42,45,747.1,93.9,35.8,77.8,75.4,80.2,10.9,0
13003,Estimates,Jersey,832,JEY,Country/Area,1998,87,87,42,45,751.1,93.9,36.1,78.1,75.6,80.4,10.6,0
13004,Estimates,Jersey,832,JEY,Country/Area,1999,87,88,42,45,754.6,93.9,36.4,78.2,75.7,80.6,10.4,0
13005,Estimates,Jersey,832,JEY,Country/Area,2000,88,88,43,45,757.2,93.9,36.7,78.4,76,80.8,10.2,0
13006,Estimates,Jersey,832,JEY,Country/Area,2001,88,88,43,46,762,94,37,78.6,76.2,81,9.9,0
13007,Estimates,Jersey,832,JEY,Country/Area,2002,89,89,43,46,769.8,94.4,37.2,78.8,76.4,81.2,9.7,0
13008,Estimates,Jersey,832,JEY,Country/Area,2003,90,90,44,46,778.3,94.8,37.5,79.1,76.7,81.5,9.4,0
13009,Estimates,Jersey,832,JEY,Country/Area,2004,91,91,45,47,786.7,95.3,37.8,79.4,77,81.7,9,0
13010,Estimates,Jersey,832,JEY,Country/Area,2005,92,92,45,47,795.2,95.7,38.1,79.7,77.3,82,8.8,0
13011,Estimates,Jersey,832,JEY,Country/Area,2006,93,93,46,48,803.7,96.1,38.3,79.9,77.5,82.2,8.5,0
13012,Estimates,Jersey,832,JEY,Country/Area,2007,94,94,46,48,812.1,96.5,38.6,80.1,77.8,82.5,8.3,0
13013,Estimates,Jersey,832,JEY,Country/Area,2008,95,95,47,48,820.5,96.8,38.9,80.3,77.9,82.6,8.2,0
13014,Estimates,Jersey,832,JEY,Country/Area,2009,96,96,47,49,828.8,97.1,39.2,80.4,78,82.7,8.1,0
13015,Estimates,Jersey,832,JEY,Country/Area,2010,97,97,48,49,837.1,97.4,39.5,80.5,78.2,82.9,7.9,0
13016,Estimates,Jersey,832,JEY,Country/Area,2011,98,98,48,50,845.1,97.6,39.8,80.7,78.3,83,7.8,0
13017,Estimates,Jersey,832,JEY,Country/Area,2012,98,99,49,50,852.7,97.7,40,80.7,78.4,83.1,7.8,0
13018,Estimates,Jersey,832,JEY,Country/Area,2013,99,100,49,50,860,97.7,40.3,80.7,78.4,83.1,7.7,0
13019,Estimates,Jersey,832,JEY,Country/Area,2014,100,101,50,51,867,97.7,40.5,80.7,78.3,83.1,7.8,0
13020,Estimates,Jersey,832,JEY,Country/Area,2015,101,101,50,51,872.6,97.7,40.8,80.5,78.2,83,7.9,0
13021,Estimates,Jersey,832,JEY,Country/Area,2016,101,102,50,51,876.7,97.7,41.1,80.3,78,82.8,8,0
13022,Estimates,Jersey,832,JEY,Country/Area,2017,102,102,50,52,880.4,97.7,41.4,80.2,77.8,82.7,8.2,0
13023,Estimates,Jersey,832,JEY,Country/Area,2018,102,103,51,52,883.8,97.6,41.7,80,77.7,82.4,8.3,0
13024,Estimates,Jersey,832,JEY,Country/Area,2019,103,103,51,52,886.7,97.6,42.1,79.9,77.7,82.2,8.4,0
13025,Estimates,Jersey,832,JEY,Country/Area,2020,103,103,51,52,889.1,97.6,42.4,79.4,77.3,81.8,8.5,0
13026,Estimates,Jersey,832,JEY,Country/Area,2021,103,103,51,52,890.8,97.6,42.7,79.3,77.2,81.5,8.6,0
13027,Estimates,Jersey,832,JEY,Country/Area,2022,103,103,51,52,892.2,97.5,42.9,79.7,77.7,81.8,8.6,0
13028,Estimates,Jersey,832,JEY,Country/Area,2023,104,104,51,52,893.7,97.5,43.1,79.7,77.7,81.8,8.6,0
13029,Estimates,Latvia,428,LVA,Country/Area,1950,  1 911,  1 919,831,  1 088,30.8,76.3,29.2,64.6,60.5,68,57.4,2
13030,Estimates,Latvia,428,LVA,Country/Area,1951,  1 926,  1 934,839,  1 095,31.1,76.6,29.1,65.2,61.1,68.5,54.1,2
13031,Estimates,Latvia,428,LVA,Country/Area,1952,  1 942,  1 950,847,  1 102,31.3,76.9,29.1,65.7,61.7,69,51,2
13032,Estimates,Latvia,428,LVA,Country/Area,1953,  1 957,  1 965,856,  1 109,31.6,77.1,29.2,66.2,62.2,69.5,48,2
13033,Estimates,Latvia,428,LVA,Country/Area,1954,  1 973,  1 982,865,  1 117,31.9,77.4,29.4,66.7,62.6,70,45.2,2
13034,Estimates,Latvia,428,LVA,Country/Area,1955,  1 991,  2 000,874,  1 126,32.1,77.7,29.6,67.1,63.1,70.4,42.5,2
13035,Estimates,Latvia,428,LVA,Country/Area,1956,  2 010,  2 020,885,  1 135,32.5,77.9,29.8,67.6,63.5,70.9,39.8,2
13036,Estimates,Latvia,428,LVA,Country/Area,1957,  2 029,  2 040,895,  1 145,32.8,78.2,30.1,68.3,64.2,71.5,36.1,1
13037,Estimates,Latvia,428,LVA,Country/Area,1958,  2 051,  2 063,908,  1 156,33.2,78.5,30.3,68.9,64.9,72.1,32.6,1
13038,Estimates,Latvia,428,LVA,Country/Area,1959,  2 076,  2 097,924,  1 173,33.7,78.8,30.8,69.5,65.6,72.7,30.3,1
13039,Estimates,Latvia,428,LVA,Country/Area,1960,  2 118,  2 131,942,  1 189,34.2,79.2,31.2,70.3,66.3,73.5,26.7,1
